department,review
Cell_Phones_Accessories,"the earpiece is a waste of money, gave it as a christmas gift, but shouldn't have. it's a toy, very low volume, you cannot hear and cannot be heard!!!could not return it because i lost the receipt...total waste!!
"
Clothing_Accessories,"the handkerchiefs are very nice looking & a good size. i didn't realize they weren't 100% cotton, but they seem to be absorbing adequately,
"
Cell_Phones_Accessories,"recently, i've been having problems with charging my samsung n400 phone. i have a charger with a single prong that fits into the phone base. unfortunately, the socket of my phone is rather loose and sometimes the charger doesn't make a connection.i purchased this charged because the picture showed a multi-pin plug to fit in the alternate interface on my phone. i required this interface since my single prong socket was loose/damaged. the charger i received does not match this picture as it has the traditional single prong. granted, it does work for the samsung n400, but doesn't match the product picture so in a sense was falsely advertized.secondly, the plug that goes into the cigarette lighter has a lead post that is sprint loaded. this ensures it makes contacts with the cigarette lighter recepticle. however, this lead post presses into the charger head and does not spring out; it sticks. in other words, it doesn't make contact with the cigarette lighter socket and therefore doesn't conduct electricty to charge my phone.false or inaccurate advertizing coupled with shoddy construction left me very disappointed with this purchase.i would not recommend this product.
"
Home_Kitchen,"jeez, i figured you guys knew about coffee! this is a terrible excuse for a warmer. it keeps your coffee slightly above body temperature, not nearly warm enough to be pleasant. i bought two of them and am tossing them out. anyone considering this item? don't buy one!!!
"
Clothing_Accessories,"i have no idea how good or bad this item is. amazon advertised size m for this item and i ordered it. when it came it was s. and i didn't know it until after my grandson brought it back saying it was the wrong size. when i looked it was a s. i had thrown all the papers away so i am stuck with a size small for the next yard sale i have or someone has.
"
Clothing_Accessories,"this is the first thing i've ever gotten from under armour. everyone on my football team has good luck with their products but mine seems to be defective. after one wash the logo starts cracking and the second time worn the logo starts peeling...wishing for a refund, bad luck i guess.
"
Cell_Phones_Accessories,"this product did not last two months. i brought it for emergencies and when i needed it, it wasn't working.
"
Home_Kitchen,"i am shocked this company is even in business. i have never experienced such waste. i got the first shipment with a broken right arm facing. this looked like it was broken before it was packaged. i called, left my information and phone number and asked someone to call me back. a few days later, i called again, and discussed the order and what happened, and i asked what was going to be done. they shipped a new right arm facing, but apparently didn't call to let me know, or send an email. ok this is cool. i got the next shipment. it was the left and the right arm facing. so, i guess they have them warehoused in pairs. it was the wrong color. also, the left arm facing of this one was broken. it appeared to be before packaging, also. so, now i have a left and a right arm facing different colors that aren't broken, and a left and right arm facing of different colors that are broken. so, i can't use any of these things. they wanted to ship me another left and right arm facing espresso because they don't have any walnut in stock. this is probably what happened originally. they could have called to ask, so i don't have this furniture laying all over the place. they would send me the walnut when it was available. i said ""are you kidding?"" what would i do with three extra sets of futon arms. she said to throw them away. really? really? there is no drop off location i can take all of this. these people are nuts. i must wait a whole month to get the correct color. the customer service person sounds like she is hardly old enough to be working. this may be another part of the problem.
"
Clothing_Accessories,"thought the product worked great... only problem had was first time was too small...second was that not happy with cost to ship...way overpriced
"
Cell_Phones_Accessories,"like most cell phone users, i had two chargers for my phone: the supplied wall-wart charging transformer, and the accessory mobile charging cord. the wall wart rarely got used- i'd have to find it, unroll the cord, reach down to plug it into the wall, etc. not a very handy device. the mobile charger was much more convenient- if i remembered to use it, and if it was in the car i was driving. oops, left the charger in the van. oops, forgot to connect it. more than once i arrived at the office with a nearly dead phone.i bought this little stand on a whim, really, but it's turned out to be the single most useful accessory i ever purchased for a cell phone. now, when i come home, i immediately drop the phone in the charging stand at my desk. when i leave the house, i grab the phone and it's always fully charged. i haven't used the mobile charging cord since buying this stand. i haven't had to.
"
Home_Kitchen,"that is correct! after 2 years of light use, i noticed a pool of water on the counter around this miserable piece of garbage.why would a piece of stainless steel develop a leak? what nonsense.get something else, anything!!
"
Clothing_Accessories,"this is the first time i've had anything negative to say about under armour,and my complain is not really about the product, but the company, as the 2 shirts i ordered was to be short sleeved, and they arrived as sleeveless,it was a birthday gift to my grandson, and he assured me it was ok. i went along with him, but when i received this letter asking if i would rate the transaction, i had to tell you.i will think twice before i order again, this was a plain and simple order, and you messed it up.if i had had time i would have returned them for the right kind, but they were delivered on the birthday so i gave the package to him as it arrived,ibg1105
"
Home_Kitchen,"like the others have said, we bought this in hopes of replacing my mom's old farberware frying pan (loose handle) but when we received it, it was smaller. deeper but smaller. had to return it, wish farberware would not call this their ""classic"" since it's obviously not.
"
Cell_Phones_Accessories,"does not perform well, weak signal does not allow quality sound from ipod to radio. fcc is responsible for weak signal.
"
Clothing_Accessories,"living on the gulf coast of texas, our winters are seldom cold - it rarely gets to 30 degrees. the description did not mention that these were heavy and designed for really cold weather. i now have useless sleepwear.
"
Cell_Phones_Accessories,"save your money! it will be strong at first, but won't last anywhere near the original battery power. you'll be lucky if you get several months out of this thing. i wound up charging it as much as my old one that was dying. it's smarter and cheaper to just buy a new phone when it's time to re-new your plan, like i did.
"
Home_Kitchen,"it was a great mattress topper while it lasted. however, in less than five years of ownership i noticed the topper lost a considerable amount of firmness. it became too soft to sleep on except for the edges and i found myself waking up less refreshed. it's like trying to sleep on a 'v' shaped mattress.i contacted the manufacturer, foamex, twice via email but they never responded. finally i called and was told they won't service the mattress; redirecting me back to the seller who has since gone out of business. i have no experience with this seller, however i would suggest anyone considering purchasing a sensus brand viscoelastic mattress or topper be aware that you will likely have problems before the ten-year warranty has expired. plus, even if you find a seller who doesn't turn a warranty claim into a hassle, you will find they are rather expensive to repackage and ship. i will not purchase another sensus or reflex brand product.
"
Home_Kitchen,"this carafe doesn't not keep the coffee hot or even warm for that matter more than an hour or so, and that is only when you preheat it and fill it full of coffee. otherwise, you will have cold coffee in no time. it is impossible to keep clean even with a bottle brush. it's stainless steel but the bottom is rusting (on the outside) and although its only 3-4 months old the lever in the lid has broken for no apparent reason. move on to some other brand like correlle. this one is a wast of money.
"
Cell_Phones_Accessories,"this phone deserves zero rating. or minus 1. it's that bad. it just turned itself off for no reason, while i was on a very important call with someone whose number i don't have. battery is half full, but it decided to take a break a guess. i turned it on, and it works fine now.other problems:- buttons don't click any more even though they do seem to work; but those that don't ""click"" any more need tons of pressure to work.- navigation through menus is cumbersome for some simple things like sending a text message.- sound is bad as is both reception and transmission. this in a good coverage area. the biggest problem is it cuts off for no reason.- camera is like a trip back to the earliest digital cameras of early 90s. picture quality is so bad, you'll wish you never even tried taking those pictures.- i never even use this phone for anything else other then phone calls. i don't really care about the camera, mp3 and so on, so i am dissapointed that even simple things like staying on when battery is full, is a challenge.- battery life is bad.- battery indicator is worse. you may leave home with battery half full only to find out that it's getting empty within minutes. and - yes - i do charge my phone fully, and use it until the battery is (almost) empty.- both my wife and i have the same phone. we use it not more then once to twice a day. very very light use. yet both of our phones exibit identical problems. buttons on her phone got bad even faster then mine - within days of purchasing it.all in all i don't remember when was the last time i was so dissapointed with my purchase. this phone feels like some bootleg black market import, not a real nokia. however i bought it from at&t; so it's real.
"
Home_Kitchen,"beware...i bought 6 of these with the ridges on the lower part of the mug...since i cannot find replacement mugs for my original (1999) boscoware mugs with ridges on the sides....i was soo disappointed...these tip over precariously, really bad design..i got rid of all of them, and keep hoping boscoware will product the original design...wider at the bottom, more stable, with ridges up the sides..in great colors...i wish i had bought 100 of them!but don't get these...you will regret it!
"
Cell_Phones_Accessories,"the transmitter has worked well for me, and the quality has been fine, but recently (after owning it for maybe half a year) the audio connector became very finicky. it had to be twisted to a certain angle to receive my mp3 player's audio, and would cut in and out (or not play at all) if jiggled or rotated. (i tried an adapter to see if it was my mp3 player being stubborn, but i can confirm it is the monster cable that is not working). it is now so unusable i decided to throw it away.otherwise, for when it worked, i had no complaints about it!
"
Cell_Phones_Accessories,"push buttons on the rim are exposed and active even when the cover is closed. they cannot be disabled. these buttons control ring profiles so that the phone will change to silent without warning.
"
Clothing_Accessories,"i have worn jobst compression hose for a few years now. i havenever had a problem. i was thrilled when i had the option fora sheer pair....great for summer. the third time i wore one pair,i got a hole in them. i am not even sure how that happened. i figuredi must have done something. i put on my backup pair and the first timei wore them i developed a hole in them...the same leg (right one). nowthat i see these posts i know i will never purchase them again.
"
Home_Kitchen,"we purchased the acclaimed, top end ns-zcc-10 neuro fuzzy rice cooker. we expected perfect rice because after all it incorporates the latest software and heating technology. we are very disappointed. rice is overcooked and clumpy. we've tried to troubleshoot (more water, less water etc), but you know, the bottom line is that this cooker does not deliver excellent rice. we got better results with our no-tech, aluminum $50 plug in rice cooker.very disappointed. i do not recommend you spend your money on this product.
"
Clothing_Accessories,"i tried these jobst 15-20 mmhg pantyhose in my search for high quality therapeutic support pantyhose for a severe circulation problem in one of my legs. i did find them a little difficult to put on, but once they were on they stayed in place nicely and provided great support.the only problem i had was, like the other review stated...they ran the second time i wore them. for as expensive as these pantyhose are, they should last longer than 2 wearings.they are not too sheer, if that is something you are looking for in support hose. they look more like tights when they are on your legs. i did find the beige shade to be a little more like a pale nude shade.
"
Cell_Phones_Accessories,"i bought this product about 4 months ago. it died. i don't know what happened. i just went to plug it in one day a couple weeks ago and it wouldn't even light up. i also feel that the other comments were a little misleading...it only has 3 stations that it can use and if you live near the city it's not a great idea. i live in charlotte and it's a pain. it's easy to use but i wouldn't recommend it. i usually had to try all the stations every time i would travel an hour to three hours away.
"
Cell_Phones_Accessories,"amazon rebate is a scam. i purchased this headset on 1/23/2007, and received it on 1/25/2007. however, the rebateshq site was not functioning on 1/25/2007. when it works the next day, it can not locate the offer number, nor could this rebate be located from the manufacture. if you click on the url link supplied by amazon rebate form, you will be able to find the offer by amazon order number, however, they will disconnect you in the next step saying 'session expired'. there is no way around, what a scam. it's a shame for amazon to squeeze the last penny out of its customers. it's $5.99, come on!
"
Cell_Phones_Accessories,"i have been looking for this adapter for some time now and found it at amazon.com. the price is great, arrived before schedule, in new condition but did not work in my car. everything fit properly but it would not charge my phone - i did not notice an illuminated led which would indicate power input. in all fairness, my cigarette lighter may be on the brink and therefore not transferring current/voltage; i doubt it though. i had already thrown away the packaging so i couldn't return it so now i'm stuck with it.maybe once i insert it into another vehicle, it may work. for now, this is it.
"
Cell_Phones_Accessories,"i asked a sales yesterday about &quot;unlocking&quot; the phone, then i realized this model supports gsm 1900 only!!!then i go to t-mobile.com to check the information, and found the sales said is true!!!if you're planning to use the cell phone overseas, never get this phone!!!
"
Cell_Phones_Accessories,"i was hoping to use this as both a phone and as a mp3 player on my commute to and from work. while i like the design and functioning of the phone, i am very disappointed with it as a media device. i just destroyed a recently purchased 1gig micro sd card trying to remove it from the v3 slot. there is no way to get my music collection to and from my computer other than transfering this type card between my pc and the v3. the design and location of the micro sd slot on the v3 is just awful. any tool which can get a grip the card in the v3 to help remove it can also destroy the card.
"
Home_Kitchen,"got a different pattern and the dye fades on everything even me, even after 5 washings do nor waist your money
"
Home_Kitchen,"the lid on the new classic series pot does not fit on the farberware vintage series pot, even though the size is listed as being the same. the lid on the new classic series 2 quart pot is a smaller diameter than the vintage series 2 quart pot. i was planning on being able to interchange the lids on either pot, but, that cannot happen. very disappointing!!!
"
Home_Kitchen,"i have a rival mug warmer that i've enjoyed for years. no idea where i got it. i just know it's been a champ! recently, my husband was ill and wanted to use it for the broth or tea he was constantly sipping. he got better, i requested it back, he returned it, then stole it again two days later. so, time for me to get to get a new one, right?unfortunately, this mr. coffee warmer is no rival to my rival! my rival is so hot that the bottom several sips of coffee are almost (not quite) too hot to drink, and that's how i like it. on the few occasions i've forgotten about it, it's still hot hours and hours later, and there will have been some evaporation/concentration of the leftover coffee!the mr. coffee, on the other hand, lets the coffee cool to barely above tepid after a mere half hour. i deliberately left the bottom few sips for awhile, and even that last little bit got colder. this just is not acceptable. at all.oh, and to be very clear, for my test of this mug warmer, i was sure to use the same mug i always use for my coffee (so no difference in surface area contacting the warmer), i pre-warmed the mug to almost too-hot-to-touch, and i prewarmed the warmer itself for about two minutes before placing my piping-hot mug of coffee on it. with all that, for it to be tepid at the bottom in 30 minutes is just ridiculous.i just requested a refund, and was very pleased to be told by amazon that i wouldn't have to hassle with actually returning this thing in order to get said refund. my husband is going to see if it will be adequate for him, because he's actually fine with ""tepid"". (and i'll be taking back my rival warmer, thank you!) when i unplugged the mr. coffee warmer in order to give it to him, i noticed that the bottom of the thing was warmer than the warming plate itself. yeah. let's waste the heat out the bottom of it, rather than directing it to where it does the most good. *sigh*
"
Cell_Phones_Accessories,"let's start with the bad things:1: there's no way this battery will ever give 2 weeks of standby time in the real world. when i first got it, about 7 months ago, it would give 5-6 days. not bad, but a far cry from the ""1-2 weeks"" that was promised.2: it decays fast. 7 months ago i could get 5-6 days of standby time. this battery has now been reduced to being 1-2 days. the ""zero memory effect"" claim is also worthless.personally, i'd avoid the sch-3500 at all costs. while it seems like it should be a decent phone, it has a myriad of problems. i'm currently on my second, the first one died after less than a year of very light use. pick a different phone and battery system.
"
Clothing_Accessories,"i did not expect this top to be skin tight. the other armour exercise shirt i have is a comfortable fit. it is partly my own fault because i did not realize the significance of &#34;compression&#34; fit.
"
Cell_Phones_Accessories,"i tried this for one week and had to return it. the hard ear piece hurt our ears and we found that afte a few hours we couldn't take it any more. the system worked ok but it hurt. we ended up buying the 510 and have been really please! spend a few extra bucks and buy the 510 you will be much happier.
"
Cell_Phones_Accessories,"i purchased two of these in june '01, and both were dead as a doornail by sept '01. i use an ericsson charger that doesn't allow overcharging and i conditioned the battery each month - which means that they were dead after the 3nd conditioning. neither would charge back up after they had been discharged. in fairness to ericsson, i have to say that their warranty service is superlative. they sent me upgrade replacement batteries, no shipping charges, within one week. ericsson gets five stars but this particular battery gets one.
"
Clothing_Accessories,"i wore this shirt just once. it's almost transparent. not worth it even if you get it for free.
"
Clothing_Accessories,"i bought these shirts for $6 each thinking that i've got a bargain, but once i received them was disappointed in my purchase. as previous reviewers mentioned, the material is flimsy, 60% cotton - 40% polyester (and feel like the latter), the fit is improper and finish poor. am wearing one of the shirts now, and it wears uncomfortably (feels like a poorly made medical scrub) and looks just as cheap (yes, even the french blue color). will either send these back or they will end up collecting dust in my closet.
"
Cell_Phones_Accessories,"this phone has bad software and also hardware. i have this phone and it reboots whenever there is less signal and i am on the call.some time it hangs forever, you need to remove the battery to restart that. beside this the conductors (charger and head phone) are bad after a while the phone stop charging. i complained about this to t-mobile and they have given a new phone (t610 again) and i am using this, don't know how long i can use it. one of my friend also got this phone and his cell phone stop charging after 5 months. i am now desperate to get any basic model of nokia phone instead of this. t-mobile has condition where they can't exchange with any other model if it has crossed more than 2 weeks.this phone also doesn't have good reception.the camera is not great.ring tone is good.if you seriously looking for bluetooth, camera and infrared feature, i will suggest for nokia 6600. in my family plan the another phone is nokia 6600, it has very good reception. beside this it has good speaker phone, ofcouse the camera is much better than t610.
"
Cell_Phones_Accessories,"i had a jabra earset for my old nokia 5160 and it worked beautifully! i upgraded my phone to the 8260 and purchased the &quot;compatible&quot; jabra. the phone recognized that a headset was connected, but i could only hear extremely faint sound coming from the earpiece (yes, the volume was turned up all the way). went back to the store to try more of the same jabra units with no luck. i'm stuck with the nokia factory headset which sounds fine, but nobody can hear me talk...
"
Clothing_Accessories,"great shirt in most respects, but way too small. i bought the adult small for my 12-year-old son, who is 5 ft even, 115 lbs, and it is so skin-tight he could barely breathe in it. i'm exchanging it for the non-compression version.
"
Clothing_Accessories,"it worked for me cause i was using after having a baby in the winter. on warm weather, it would be way too hot.
"
Home_Kitchen,"i read the reviews and considered the pros and cons before purchasing this product. i read about it working best if you have a flat bottomed cup and that the beverage needs to be hot in order for it to work. i used the most flat cups i own and tried many different sizes all of which were wide to cover the hot plate of the product. every time the beverage did not remain hot and cooled to a dull lukewarm after a few minutes as if my tea was not even on a heating element! amazingly it could not even keep the littlest amount of liquid at the bottom of the cup warm enough to be pleasing! i was searching for a beverage warmer that would replace my tea light one so i wouldnt have to keep purchasing tea light candles and had high hopes for this product. so disappointed!!! why why manufacture a product that doesnt work? now its headed for a landfill forever! and its a cheap quality appliance, so flimsy, it feels like it even if it did work it would break easily and never outlast its warranty! if you like your beverage to remain hot save your money! if you dont mind an oh so slightly warm drink then go ahead and buy it after all it is labeled as a mug warmer.
"
Cell_Phones_Accessories,"the external light doesn't serve any purpose, exept maybe to dupe people into thinking that this phone has external caller id or an external clock. the antenna sucks too. get a motorola or a samsung.
"
Cell_Phones_Accessories,"save your money. the eargels split in two days. i used regular ear buds on the large size. they did hold the buds in the ear better, but no gain in sound quality. if you want the small and med, i'll send them to you for shipping. i have no use for them.
"
Cell_Phones_Accessories,"this seems not to work. it says the led should light, but it doesn't. my cell phone was not completely out of charge when i started, so i couldn't tell. i tried emailing the manufacturer at the address on the directions, but the email bounced.
"
Cell_Phones_Accessories,"before owning this phone i had had very good luck with nokia phones, outside of dropping things on them and jumping into rivers with them in my pocket. i've had this phone just over 4 months and i hate it.i never used any extras or downloaded anything, so this is from the perspective of someone who ordered a phone from at&t; and made calls and texted and took maybe 5 photos in 4 months:1. it's ugly. no style at all. i'm pretty practical for a twenty-something girl, but i feel like an old woman carrying this thing around.2. that neat-o button that opens it up? that was cool for about a week before the random openings got annoying. the camera button is obnoxious as well, unless you like inner-pocket photos.3. the screen gets filthy and it's so hard to clean out all the corners.4. reception was not great. i live in the east bay, ca and i've gotten a steady 2-3 bars at best. my last nokia got great reception even in the santa cruz mountains.5. battery life is terrible. i don't talk that much, but i've had to charge it almost every day.6. it started out glitchy and just got worse. i had some problems when it was low on battery or just charged, but they seemed to clear up. until now. 4 months and it won't stay on. that's unheard of! i'm not going to bother getting it fixed, and i'm not sure i'm going to buy another nokia phone.
"
Clothing_Accessories,"i love the style of the bra, however i ordered a 46d in black and the cup size of what i received was almost double in size. the label read 46d (which i know i wear), but had to send it back because the cup was just too large.
"
Cell_Phones_Accessories,"the new battery i purchased doesn't seem as good as the original one, it needs to be charged more frequently, although the price was low i think the quality is low too.
"
Clothing_Accessories,"do not buy this product go somewhere else i got mine today and its horrible i wasted money on a stupid bootleg version go to another site or something the bootleg version in the picture it the one you get im writing this so nobody else wastes there money and time for nothing
"
Cell_Phones_Accessories,"i received this case less than a week ago. because my phone is new, i've been using it a lot, setting up all of the different features. today, the case seemed to be getting sticky, and i discovered that the coating was disintegrating/melting and was scraping off, leaving it in a matt, tacky state. the paint has also already begun to chip off and i haven't treated it badly at all.i also have the jet black flexskin case which i also wouldn't recommend - the sliding element was coming unglued from the case when it arrived and unless you know the phone button arrangement really well, you can't be sure you're pressing the right buttons as you can't see through the black skin. perhaps the frosted clear version would be better for that at least.i love the phone but i can't seem to find a case that will protect it and keep it easily useable. i've yet to try the fosmon crystal clear hard case - perhaps that'll be next!
"
Cell_Phones_Accessories,"the nokia 6126 has some very nice features (most of which are also found on newer phones). my gripe is that this phone is incompatible with every pc-to-phone software program available. the only program which is available is the ""nokia pc suite"" (free at nokia web site). but that program can't do near what most other cell-to-pc programs can do.the nokia suite for this phone cannot dedect the contents of the sim card, nor the sim itself. hence, many features are inaccessible.(only phone memory and the add on miro-chip memory is available.)the contact list editor is the worst ever i've seen. the contact list should be the core on any phone. if you want to play mp3's - get an mp3 player. the sound quality is severely lacking, and no bass at all.if you want a camera - get a digital camera because clarity will be a world of difference. that leaves us with a contact list editor.(1) cumbersome pop up windows for entries, rather than as all other programs do, which can be edited on one single page and can be printed out. the nokia 6126 does not have printing, neither does the nokia 6125 pc suite. (it will allow you to print 1 contact per page -- good luck printing 40 pages which would normally fit on 1 page.)there are plenty of sites that only discuss the good points, and i agree it's a nice phone if the core reason for having a phone, contacts and appointment calendar editing & printing wouldn't be so cumbersome or simply unavailable.my last beef is battery life. for my purposes, standby gives me relative sufficient time, but use the phone with pc sync, one better hurry.charging time runs between 2 1/2 to 3 hours on a home 110v charger.
"
Cell_Phones_Accessories,"i have had thins headset for several months now and have to confess i hardly use it. i bought it for my t-mobile telephone and while pairing was easy, when walking down the street the microphone seems to act like a wind tunnel - wind just blows straight into the microphone and no one can hear me over the combination of street noise and wind.i don't think it is a t-mobile gsm issue although the microphones on their handsets seem to be so super sensitive that listeners often say they can hear my footsteps and the conversations of others around me better than they can hear me.overall, not very workable and i'm disappointed. have actually just ordered a plantronics m3500 which boasts a noise-canceling microphone. we'll see if there is any improvement.finally, i thought that at least i'd be able to use this headset for skpye. it works a charm on my mac although people say i'm faint, but on my windows machine i am completely unable to get the sound to come out of the jabra earpiece; only through the speakers on my computer. while that is better i think than having to listen to a telephone conversation through stereo headphones (which, incidentally, is unbearable and cuts you off from everything going on around you), it is not perfect.
"
Cell_Phones_Accessories,"i'm in sunnyvale, ca; where this phone (t-mobile) has zero reception and my sprint pcs phone has 3 of 5 bars when in the same location side-by-side. the keys are extremely difficult to use. the calendar/organizer feature is useless; the camera is a disgrace. i returned mine. i hope you avoid the hassle.
"
Cell_Phones_Accessories,"i have to start with by saying that i am indeed a very happy user of t600 for almost two years. iits user friendliness and sheer wealth of applications and uses still keeps me excited. the device can be used for phone calls, calendars, web browsing, email, im (icq, aol, etc .. ), internet radio stations, document editing, games, modem for the laptop... and that is just the beginning.so why only two stars?? and why poor execution? very poor voice call quality, reported by many and totally unacceptable!!! luckily for me and some others; one of the internet enthusiast came up with the solution -- open up the unit and isolating the mic wire with the foil. it worked, but it should never had to be necessary.also screens are week. drop on the hard service will break it. luckily for
"
Cell_Phones_Accessories,"i would have wanted to know before buying it that the silicon was hard and is not as soft as i thought. however it is a good protector for the phone.
"
Cell_Phones_Accessories,"i bought this phone in january of 2003. since then i've had nothing but troubles with this phone.first of all, some technical shortcomings with the phone:1. phonebook - you cannot perform a search on phonebook... scrolling tends to be very annoying.2. ringer - not loud enough. i've missed numerous calls because of this reason. ring tones are very low quality compared to samsung s105.3. software - very slow to respond to button sometime.4. screen - not so good resolution. camera attachment is just there to lure you in.5. antenna - frequent dropped calls from low signal...
"
Clothing_Accessories,"i did not get the slack that had the waistband. i got slack with no waistband, so i send them back an was trying to ge a 42 29 but i received a e mail stateting that the product was no longer avability. so far i'am not sure were my refund went. please let me know.tom atkinson
"
Clothing_Accessories,"i bought 6 of these shirts going by the photographs and some of the reviews. dont mean to be rude, but people who gave these shirts probably haven't wore a decent dress shirt. you can frequently get 'good' $45 shirt for $10 in malls when on sale. i thought this was a better deal. but boy oh boy, i can assure you this is not much better than what you might get at a dollar store. i had ordered these as a gift, but now will give them to red cross because these should not be worn at any kind of formal occassion, or even for daily use (except maybe when you are working at septic tanks or something). these are from bangladesh, and i can assure you, they are not much better than what would be sold for $0.50 in bgd. if you have any self-respect and work in anything but a lowest income group atmosphere, do not buy these shirts.
"
Cell_Phones_Accessories,"this battery didn't last any longer than the old battery that it replaced. i tried several charge-and-drain cycles to try to make it last longer that about 24 hours, but to no avail. company said it would reimburse my credit card.
"
Home_Kitchen,"i ordered this item based on the five stars given by another purchaser. i have as yet to use it. i am basing this review on the quality of the piece.when shredding cabbage, one must realize that the cabbage will contain some moisture. there is no protective finish on this slicer to repel moisture or keep it in good order when cleaning with soap and water. also, when i tried out the sliding box that holds the cabbage, there was an area that the box would not readily slide through. upon further investigation i found the base of the slicer was warped, where two diagonally opposite sides were not on the same plane as the other two sides. in essence, it was a rocking horse.it seems to me that before this thing leaves the manufacturer, someone should be checking the product.very poor workmanship and quality even though a close grained wood was used in its production.i am presently warping this thing in the opposite direction before i apply a clear epoxy paint finish.
"
Cell_Phones_Accessories,"horrible phone. i'm surprised it's not in the east river yet. the phone has some nifty features such as bluetooth and a camera phone. ofcourse, it's all useless if you cannot even make or receive a call.
"
Cell_Phones_Accessories,"this wasn't what i thought it was (which was my mistake)but the product was delivered as promised in new condition.
"
Clothing_Accessories,"i did not like the texture/material. the fitting was also loose for me. having used eddie bauer cotton shirts, these shirts were disappointment.
"
Clothing_Accessories,"very badly sized and can't return it since i washed it before trying it on
"
Clothing_Accessories,"i bought a pair in maroon and they were a little short but fine. the problem was that they started coming apart at the seams after 2 months. will definitely be looking to a different company for a replacement pair.
"
Home_Kitchen,"the hems on the flat sheet became unraveled after the very first wash, not just in a few places, but the full length on both sides! however the fabric is soft to the touch and the price was insanely low, so i gave it a courtesy second star.
"
Cell_Phones_Accessories,"i bought these jabra eargels from another retailer, because i thought they had the colored ones, which are supposedly more durable than their clear counterparts. well, they did not have the colored ones, but the clear ones i received from them were horrible junk. i tried the pieces on before fitting them with headphones and the medium and large pieces fit great in my ear, i thought i was really going to like this product! i didn't consider to think that putting in the somewhat oversized earbud driver was going to stretch the entire piece. it took a lot of struggle to even get the earbud in in the first place, i had to let them warm up so that the material was at least somewhat stretchy first. i eventually got the earbuds to stay, and tried to fit them in my ear. well, they wouldn't. they were stretched to far to fit in my ear at all, it was like trying to force a square peg into a round hole.so i let them sit for a while and went to do something else, i come back and decide they're not for me(after trying all sizes), and when i'm packing them back up, i notice that the large size has a giant split right down the middle on both sides, leaving a tiny 3mm strip of material that hasn't torn through. i returned them, and who would blame me? see the title, this product is complete garbage.
"
Clothing_Accessories,"shirts of average quality...worth about what i paid for them, $10.00.....built in collar stays...
"
Clothing_Accessories,"the picture and description is of a shirt, what was sent was a sleeveless tank-top, open at the arm pits. don't order this if you expect a shirt or plan to use it for submission grappling.
"
Cell_Phones_Accessories,"the belt clip is large and cumbersome. the case, however is perfect. it does not cover the screen or keypad. it fits tight and looks sharp. i drop phones, frequently. this has been a lifesaver.
"
Cell_Phones_Accessories,"a few other reviewers tried to warn me the same way but i went for it anyway. contrary to the listing as a new battery, this was a used battery that performed the same as the 2 year old battery that came with my blackberry 8830 world edition. after 2 years, it holds a charge for about 1 day.save your money and the hassles. then go to a chain or big box store and hand over the cash for a (real) new battery.
"
Cell_Phones_Accessories,"i can't think of anything to gush about with this phone. usually i like nokia's but have been disappointed in this one.the sound dips up and down while listening to a caller.the moving display on the front screen annoys me to no end and is difficult to read. it is a large screen on the front, yet only 10% of it is utilized. the time and number of missed calls etc moves up and down the screen. why?my only hope is that perhaps if i feel like reading the manual this can be customized.and the battery....it is constantly beeping at me because it needs to be recharged. it is ridiculous how poor the battery life is!basically, this is just a generic phone to me. i am struggling to find reasons that i like this phone over others. i can't think of a feature that makes it stand out above the rest.
"
Home_Kitchen,"the first one we received was dead out of the box. it made a loud grinding and sounded like a fan hitting metal. we assumed this was due to shipping damage and received a replacement. the replacement worked fine for six months but suddenly the display panel would go blank and the clock would reset after a few minutes. the microwave has now ceased functioning altogether. the warranty states ""in-home"" service, but there are no local service facilities.
"
Clothing_Accessories,"why do i keep forgetting about these type of ""sales""???thanks to all of the wonderful people - reviewers - who truly care about others.i'll pass on these.
"
Home_Kitchen,"you sent too many glasses which was not what i wanted. thanks for your time. this is just to add words to the note.
"
Clothing_Accessories,"this is the first time i've had anything negative to say about under armour,and my complain is not really about the product, but the company, as the 2 shirts i ordered was to be short sleeved, and they arrived as sleeveless,it was a birthday gift to my grandson, and he assured me it was ok. i went along with him, but when i received this letter asking if i would rate the transaction, i had to tell you.i will think twice before i order again, this was a plain and simple order, and you messed it up.if i had had time i would have returned them for the right kind, but they were delivered on the birthday so i gave the package to him as it arrived,ibg1105
"
Clothing_Accessories,"we ordered these as part of a halloween costume.it is very very flimsy and is literally falling apart after only a few minutes out of the box...while it is ""light and safe"" as per another reviewer's comment, kids will want to mimic sword fighting. with these, they seem to break just by lightly swinging them around.
"
Cell_Phones_Accessories,"i recently bought this phone for 20$ as a gophone after losing my samsung sync :( i was fully prepared for a phone that was way below the sync but this phone is on par and better in some areas.pros:the speaker is amazingly loud-especially compared to the sync. voice quality is normal. the cool thing is that you can play music while doing anything else you want!the screen is the same vibrant big screen as the sync and many newer phones. you can even change the main screen so that it has shortcuts and a calender like a smartphone!cons:the flip button works great unles you accedentaly block the flip with your finger.the sd card is behind the battery cover. this is not a problem unless you take the card out a lot.battery life is extremely short but if you charge it every night it should be good.overall i liked this phone as much as the sync and better in some respects
"
